timestamp,region,tower_id,hour,day_of_week,is_peak_hour,weather,call_drop_rate,cssr,packet_loss,latency_ms,throughput_mbps,dl_speed_mbps,ul_speed_mbps,session_failures,customer_complaints,experience_label
2026-03-14 00:12:24,Bangalore_Tech,TWR_BAN_004,0,5,0,Clear,0.991,97.05,0.188,23.74,93.78,41.98,13.54,0,0,Good
2026-03-27 06:10:24,Hyderabad_City,TWR_HYD_002,6,4,0,Cloudy,0.857,96.043,0.584,17.11,135.11,62.37,27.37,1,2,Good
2026-03-06 15:47:24,Pune_Central,TWR_PUN_004,15,4,0,Heavy_Rain,0.957,98.48,0.203,48.86,133.41,41.08,24.66,3,0,Good
2026-03-22 05:42:24,Chennai_North,TWR_CHE_001,5,6,0,Heavy_Rain,0.323,95.987,0.919,30.84,149.36,30.69,13.95,2,1,Moderate
2026-03-07 11:55:24,Chennai_Central,TWR_CHE_005,11,5,1,Clear,11.061,79.304,3.036,190.52,7.91,0.72,2.98,35,42,Poor
2026-02-27 11:11:24,Delhi_NCR,TWR_DEL_004,11,4,1,Clear,0.972,99.46,0.546,59.97,111.44,73.63,10.3,5,1,Moderate
2026-03-07 01:37:24,Pune_Central,TWR_PUN_001,1,5,0,Clear,0.207,97.809,0.129,47.4,148.53,37.69,10.22,0,2,Good
2026-02-27 02:04:24,Kolkata_North,TWR_KOL_003,2,4,0,Heavy_Rain,4.229,63.336,3.191,432.27,10.97,7.15,1.89,79,15,Poor
2026-03-17 13:25:24,Bangalore_Outer,TWR_BAN_005,13,1,0,Clear,0.188,97.056,0.301,39.64,112.2,37.84,18.88,0,1,Good
2026-02-28 02:00:24,Bangalore_Outer,TWR_BAN_003,2,5,0,Cloudy,2.894,94.051,1.394,83.55,49.54,26.11,9.9,5,7,Moderate
2026-03-09 23:24:24,Pune_Central,TWR_PUN_005,23,0,0,Clear,0.302,99.707,0.734,20.4,105.98,36.87,24.04,1,2,Good
2026-03-12 09:07:24,Kolkata_North,TWR_KOL_002,9,3,1,Clear,0.768,98.087,0.631,29.6,104.28,35.24,16.0,4,2,Good
2026-03-03 12:37:24,Hyderabad_City,TWR_HYD_002,12,1,0,Cloudy,0.144,96.954,0.639,23.33,137.0,55.9,25.19,0,0,Good
2026-03-06 15:00:24,Kolkata_North,TWR_KOL_003,15,4,0,Cloudy,0.543,99.306,0.253,39.41,118.67,42.35,25.5,3,0,Good
2026-03-07 05:45:24,Bangalore_Outer,TWR_BAN_002,5,5,0,Rainy,0.531,95.859,0.765,43.5,78.74,78.08,12.04,1,1,Good
2026-03-13 18:46:24,Pune_Central,TWR_PUN_003,18,4,1,Rainy,3.318,92.504,1.371,88.94,32.08,11.11,8.1,28,10,Poor
2026-03-09 15:12:24,Mumbai_East,TWR_MUM_004,15,0,0,Rainy,7.874,69.64,6.425,373.63,18.44,4.3,1.35,46,29,Poor
2026-03-17 12:28:24,Kolkata_North,TWR_KOL_005,12,1,0,Clear,2.576,87.756,1.187,93.26,21.03,16.98,3.22,13,5,Moderate
2026-03-11 23:31:24,Chennai_Central,TWR_CHE_004,23,2,0,Rainy,0.296,97.874,0.691,41.35,148.68,33.2,17.1,0,2,Good
2026-02-28 23:47:24,Chennai_South,TWR_CHE_001,23,5,0,Clear,0.47,96.025,0.461,30.59,95.06,63.05,26.93,0,1,Good
2026-03-12 05:03:24,Ahmedabad_West,TWR_AHM_001,5,3,0,Rainy,5.274,78.799,5.808,207.91,3.98,9.85,0.11,34,43,Poor
2026-03-17 10:24:24,Mumbai_East,TWR_MUM_004,10,1,1,Cloudy,0.204,97.404,0.249,56.53,92.06,63.35,10.87,0,1,Moderate
2026-02-28 18:26:24,Chennai_Central,TWR_CHE_001,18,5,1,Thunderstorm,1.127,98.639,1.027,71.07,101.86,71.2,25.88,0,2,Moderate
2026-03-26 23:38:24,Chennai_South,TWR_CHE_005,23,3,0,Clear,0.289,95.488,0.448,21.19,146.15,46.57,10.1,3,1,Good
2026-03-07 00:41:24,Bangalore_Tech,TWR_BAN_004,0,5,0,Cloudy,1.388,92.783,1.949,78.9,20.52,25.37,7.89,7,8,Moderate
2026-03-01 13:21:24,Bangalore_Tech,TWR_BAN_005,13,6,0,Clear,0.533,96.231,0.216,39.93,95.55,68.32,22.41,0,2,Good
2026-03-05 03:03:24,Kolkata_North,TWR_KOL_005,3,3,0,Clear,0.354,99.472,0.274,17.91,76.45,78.23,16.92,4,2,Good
2026-03-14 17:52:24,Mumbai_East,TWR_MUM_003,17,5,0,Clear,0.21,99.737,0.106,40.35,90.77,59.88,16.15,3,0,Good
2026-03-12 14:36:24,Mumbai_West,TWR_MUM_002,14,3,0,Cloudy,0.175,99.462,0.465,15.5,68.6,65.42,18.41,2,0,Good
2026-03-20 21:28:24,Hyderabad_City,TWR_HYD_005,21,4,1,Cloudy,1.103,95.912,0.156,27.49,96.42,64.54,26.02,2,0,Moderate
2026-03-22 12:33:24,Chennai_North,TWR_CHE_003,12,6,0,Clear,8.018,73.131,4.173,161.65,15.44,3.47,1.06,79,42,Poor
2026-03-07 22:56:24,Bangalore_Tech,TWR_BAN_005,22,5,1,Rainy,0.968,99.176,0.471,65.4,122.64,64.49,17.16,0,2,Moderate
2026-03-05 15:47:24,Pune_Central,TWR_PUN_002,15,3,0,Rainy,0.535,95.932,0.2,45.03,106.08,52.8,15.67,4,1,Good
2026-03-24 14:30:24,Kolkata_North,TWR_KOL_004,14,1,0,Clear,7.37,68.638,6.816,374.84,14.51,1.79,2.96,73,28,Poor
2026-03-15 04:14:24,Chennai_Central,TWR_CHE_005,4,6,0,Clear,0.467,99.551,0.199,27.72,101.65,43.38,18.02,3,1,Good
2026-03-16 21:35:24,Mumbai_East,TWR_MUM_003,21,0,1,Rainy,1.007,96.642,0.314,34.22,148.54,51.86,14.91,1,1,Moderate
2026-03-17 17:07:24,Chennai_South,TWR_CHE_003,17,1,0,Clear,1.136,93.607,2.434,66.88,20.65,19.96,9.84,12,6,Moderate
2026-02-25 16:48:24,Kolkata_North,TWR_KOL_004,16,2,0,Thunderstorm,0.463,96.331,0.757,37.19,72.79,68.97,26.75,2,2,Good
2026-03-15 17:37:24,Chennai_Central,TWR_CHE_004,17,6,0,Thunderstorm,0.462,98.754,0.205,33.2,133.75,57.92,22.78,4,0,Good
2026-03-25 11:41:24,Delhi_NCR,TWR_DEL_001,11,2,1,Rainy,0.373,96.216,0.552,50.17,142.67,47.79,15.69,1,1,Moderate
2026-03-20 15:52:24,Bangalore_Outer,TWR_BAN_001,15,4,0,Cloudy,0.675,96.504,0.511,23.85,128.41,74.24,25.52,1,0,Good
2026-03-03 05:40:24,Ahmedabad_West,TWR_AHM_003,5,1,0,Heavy_Rain,1.095,86.141,2.166,139.1,58.66,27.88,3.5,14,6,Poor
2026-03-15 14:52:24,Pune_Central,TWR_PUN_002,14,6,0,Heavy_Rain,6.924,73.486,12.403,352.42,2.15,5.11,0.96,26,40,Poor
2026-03-25 02:00:24,Chennai_North,TWR_CHE_001,2,2,0,Rainy,7.36,63.926,3.929,133.14,7.15,6.94,1.51,66,31,Poor
2026-03-18 02:28:24,Bangalore_Outer,TWR_BAN_001,2,2,0,Clear,2.549,94.732,1.552,68.43,22.63,22.5,4.25,15,8,Moderate
2026-03-25 13:50:24,Chennai_North,TWR_CHE_001,13,2,0,Clear,10.259,71.726,9.381,225.34,11.02,7.69,1.72,27,46,Poor
2026-03-27 07:53:24,Mumbai_West,TWR_MUM_001,7,4,0,Cloudy,3.006,88.717,2.128,116.1,23.17,12.69,8.7,15,9,Moderate
2026-03-24 06:50:24,Ahmedabad_West,TWR_AHM_004,6,1,0,Heavy_Rain,1.609,87.352,1.165,114.86,48.15,19.43,6.95,7,6,Moderate
2026-03-25 12:43:24,Delhi_NCR,TWR_DEL_005,12,2,0,Clear,7.767,71.904,3.28,333.91,18.64,1.92,0.83,38,36,Poor
2026-03-01 23:01:24,Pune_Central,TWR_PUN_003,23,6,0,Clear,1.661,94.802,1.15,119.89,22.02,19.88,3.49,10,11,Moderate
2026-03-03 04:10:24,Mumbai_East,TWR_MUM_004,4,1,0,Heavy_Rain,1.989,88.285,1.926,65.77,43.81,11.98,9.4,14,3,Moderate
2026-03-11 00:13:24,Chennai_Central,TWR_CHE_004,0,2,0,Cloudy,0.219,97.912,0.341,36.49,144.06,39.5,22.77,2,0,Good
2026-03-20 00:35:24,Delhi_NCR,TWR_DEL_003,0,4,0,Heavy_Rain,3.988,70.724,12.974,350.1,19.79,2.43,0.47,22,42,Poor
2026-02-27 09:46:24,Delhi_NCR,TWR_DEL_002,9,4,1,Clear,3.93,85.433,2.278,101.81,46.53,13.43,7.89,18,8,Poor
2026-03-25 06:07:24,Chennai_Central,TWR_CHE_005,6,2,0,Cloudy,0.672,96.537,0.216,32.87,81.24,43.02,10.72,3,2,Good
2026-03-02 19:06:24,Kolkata_North,TWR_KOL_001,19,0,1,Clear,2.299,87.225,2.247,110.97,29.63,13.41,3.58,16,7,Moderate
2026-03-21 17:59:24,Hyderabad_City,TWR_HYD_002,17,5,0,Cloudy,2.229,94.419,1.006,66.46,21.15,12.04,3.81,19,9,Moderate
2026-03-02 15:15:24,Bangalore_Outer,TWR_BAN_002,15,0,0,Clear,0.106,98.253,0.616,34.95,117.1,42.76,14.39,0,2,Good
2026-03-10 21:47:24,Delhi_NCR,TWR_DEL_003,21,1,1,Clear,0.472,96.322,0.252,46.75,78.07,71.79,28.05,1,2,Good
2026-03-10 19:58:24,Pune_Central,TWR_PUN_001,19,1,1,Clear,0.912,97.45,0.116,32.92,84.06,55.57,28.59,4,2,Good
2026-03-08 10:28:24,Hyderabad_City,TWR_HYD_002,10,6,1,Clear,0.484,97.193,0.723,34.91,100.11,58.18,28.79,2,0,Good
2026-03-12 19:30:24,Kolkata_North,TWR_KOL_004,19,3,1,Clear,0.828,97.477,0.209,52.81,141.05,65.76,26.05,1,1,Moderate
2026-03-05 01:13:24,Mumbai_East,TWR_MUM_003,1,3,0,Clear,0.466,98.229,0.12,15.65,99.29,58.61,13.08,0,2,Good
2026-03-21 03:34:24,Delhi_NCR,TWR_DEL_002,3,5,0,Clear,0.492,97.545,0.602,29.08,64.44,35.93,25.45,2,2,Good
2026-03-11 22:50:24,Kolkata_North,TWR_KOL_002,22,2,1,Clear,0.841,99.446,0.424,19.84,124.82,36.2,24.21,0,2,Good
2026-03-23 16:40:24,Chennai_South,TWR_CHE_003,16,0,0,Cloudy,0.884,98.739,0.387,24.17,71.19,65.69,11.99,1,2,Good
2026-03-12 09:03:24,Bangalore_Outer,TWR_BAN_003,9,3,1,Foggy,1.8,85.6,1.722,137.21,37.42,18.72,5.0,21,8,Poor
2026-03-18 18:34:24,Bangalore_Outer,TWR_BAN_004,18,2,1,Clear,0.886,97.453,0.648,36.47,106.26,33.56,25.88,3,1,Good
2026-03-23 04:09:24,Hyderabad_City,TWR_HYD_002,4,0,0,Cloudy,1.363,94.312,2.396,85.38,34.05,25.44,6.92,19,8,Moderate
2026-03-21 09:12:24,Kolkata_North,TWR_KOL_004,9,5,1,Heavy_Rain,1.202,95.829,0.216,28.27,87.39,33.43,13.05,3,1,Moderate
2026-03-24 06:33:24,Delhi_NCR,TWR_DEL_005,6,1,0,Foggy,0.135,98.341,0.47,31.35,120.5,31.72,19.53,3,2,Good
2026-02-28 01:53:24,Chennai_North,TWR_CHE_004,1,5,0,Cloudy,0.502,98.178,0.282,30.12,108.66,50.56,23.79,1,0,Good
2026-03-14 00:44:24,Kolkata_North,TWR_KOL_004,0,5,0,Clear,0.869,98.5,0.658,45.98,127.77,56.27,25.35,3,0,Good
2026-03-02 16:42:24,Bangalore_Outer,TWR_BAN_002,16,0,0,Clear,0.792,98.926,0.397,37.78,126.43,66.61,26.72,2,2,Good
2026-03-25 18:07:24,Bangalore_Tech,TWR_BAN_003,18,2,1,Cloudy,0.97,95.121,0.659,29.58,62.65,71.61,13.82,3,2,Good
2026-03-19 17:15:24,Chennai_South,TWR_CHE_003,17,3,0,Cloudy,7.937,74.348,6.657,373.83,8.63,0.87,1.99,37,48,Poor
2026-03-11 10:11:24,Mumbai_East,TWR_MUM_003,10,2,1,Clear,0.879,99.28,0.552,41.97,140.0,66.22,18.91,1,0,Good
2026-03-04 01:13:24,Mumbai_West,TWR_MUM_005,1,2,0,Clear,0.627,97.709,0.227,15.42,141.85,60.06,16.27,0,0,Good
2026-03-14 00:20:24,Ahmedabad_West,TWR_AHM_003,0,5,0,Cloudy,1.203,86.607,1.015,53.41,52.41,27.52,3.44,11,6,Moderate
2026-03-10 14:47:24,Ahmedabad_West,TWR_AHM_004,14,1,0,Thunderstorm,0.299,95.248,0.353,44.07,106.06,47.11,28.09,3,1,Good
2026-03-25 04:47:24,Bangalore_Outer,TWR_BAN_001,4,2,0,Cloudy,1.869,85.119,2.257,61.67,49.93,12.49,9.63,18,9,Moderate
2026-03-13 02:07:24,Mumbai_East,TWR_MUM_004,2,4,0,Cloudy,0.855,97.862,0.144,27.66,82.14,43.61,22.91,4,2,Good
2026-03-24 00:48:24,Bangalore_Outer,TWR_BAN_002,0,1,0,Cloudy,0.425,97.057,0.328,33.83,78.22,74.19,27.7,4,2,Good
2026-03-01 16:25:24,Pune_Central,TWR_PUN_003,16,6,0,Thunderstorm,2.309,93.739,1.93,73.55,59.18,14.0,7.49,5,6,Moderate
2026-03-11 01:59:24,Mumbai_East,TWR_MUM_002,1,2,0,Clear,2.523,88.192,1.542,50.26,28.49,22.09,5.75,13,7,Moderate
2026-03-15 11:49:24,Chennai_North,TWR_CHE_003,11,6,1,Clear,5.355,84.723,5.247,278.79,15.04,6.37,1.32,61,30,Poor
2026-03-18 17:14:24,Delhi_NCR,TWR_DEL_001,17,2,0,Rainy,9.374,65.514,3.856,165.33,13.93,5.81,0.75,48,28,Poor
2026-03-13 04:02:24,Delhi_NCR,TWR_DEL_002,4,4,0,Foggy,3.058,94.895,2.284,105.49,21.03,22.52,3.54,7,9,Moderate
2026-03-07 17:47:24,Bangalore_Outer,TWR_BAN_005,17,5,0,Clear,8.666,64.152,6.353,225.33,3.08,9.19,2.47,57,27,Poor
2026-03-18 22:46:24,Bangalore_Tech,TWR_BAN_004,22,2,1,Cloudy,11.35,77.474,7.321,390.36,6.04,4.01,0.86,82,15,Poor
2026-03-13 06:54:24,Chennai_Central,TWR_CHE_002,6,4,0,Cloudy,9.45,81.217,3.12,190.76,14.24,3.72,2.09,31,29,Poor
2026-03-12 11:43:24,Kolkata_North,TWR_KOL_005,11,3,1,Heavy_Rain,0.921,96.284,1.4,79.43,77.31,34.82,26.8,1,1,Moderate
2026-03-17 12:34:24,Mumbai_West,TWR_MUM_002,12,1,0,Rainy,0.265,98.843,0.767,37.8,130.74,49.96,11.71,3,1,Good
2026-03-21 09:08:24,Pune_Central,TWR_PUN_003,9,5,1,Heavy_Rain,3.38,94.802,1.088,118.98,38.13,21.04,3.85,12,8,Moderate
2026-03-02 11:59:24,Chennai_North,TWR_CHE_005,11,0,1,Rainy,3.287,92.85,2.398,80.03,27.07,20.0,9.46,16,9,Moderate
2026-03-15 19:37:24,Delhi_NCR,TWR_DEL_003,19,6,1,Cloudy,2.579,85.461,2.391,68.22,20.13,28.49,3.59,7,8,Moderate
2026-02-28 17:30:24,Bangalore_Outer,TWR_BAN_001,17,5,0,Rainy,1.445,94.188,1.941,85.61,51.01,10.37,5.29,11,7,Moderate
2026-03-25 08:11:24,Delhi_NCR,TWR_DEL_001,8,2,1,Foggy,0.34,96.406,0.601,38.65,103.67,56.58,19.43,2,0,Good
2026-02-28 13:50:24,Chennai_North,TWR_CHE_002,13,5,0,Heavy_Rain,1.757,89.688,3.754,140.06,56.39,23.49,8.97,7,11,Poor
2026-03-02 01:45:24,Chennai_North,TWR_CHE_004,1,0,0,Rainy,0.148,96.146,0.734,36.92,128.35,30.63,25.65,3,2,Good
2026-03-11 19:15:24,Ahmedabad_West,TWR_AHM_001,19,2,1,Rainy,2.229,86.695,1.237,87.95,32.62,27.79,7.91,27,3,Poor
2026-03-12 09:05:24,Bangalore_Tech,TWR_BAN_004,9,3,1,Clear,0.869,95.967,0.322,47.04,62.49,30.01,25.74,1,1,Good
2026-03-06 22:08:24,Bangalore_Outer,TWR_BAN_004,22,4,1,Clear,0.576,97.765,0.276,26.33,119.66,58.28,25.48,3,1,Good
2026-02-26 01:50:24,Chennai_North,TWR_CHE_001,1,3,0,Clear,0.165,95.049,0.314,28.33,63.52,60.62,15.42,1,1,Good
2026-03-12 18:21:24,Delhi_NCR,TWR_DEL_001,18,3,1,Clear,1.305,95.465,0.365,48.79,121.8,76.95,26.54,4,2,Moderate
2026-03-20 19:02:24,Ahmedabad_West,TWR_AHM_005,19,4,1,Clear,0.665,96.827,0.532,46.47,117.84,52.02,26.73,4,2,Good
2026-03-23 15:24:24,Ahmedabad_West,TWR_AHM_004,15,0,0,Clear,2.89,87.594,2.405,105.43,41.21,11.11,7.75,6,11,Moderate
2026-03-27 08:34:24,Chennai_Central,TWR_CHE_003,8,4,1,Cloudy,1.646,91.133,1.949,71.33,29.57,20.76,5.83,22,11,Poor
2026-02-26 07:26:24,Mumbai_East,TWR_MUM_002,7,3,0,Clear,0.446,96.487,0.581,29.83,70.46,65.03,10.9,2,2,Good
2026-03-26 02:43:24,Delhi_NCR,TWR_DEL_001,2,3,0,Thunderstorm,0.628,96.324,0.337,45.41,98.78,32.26,29.47,1,1,Good
2026-03-11 05:35:24,Mumbai_East,TWR_MUM_003,5,2,0,Rainy,0.186,96.095,0.215,37.56,149.03,53.11,20.4,2,2,Good
2026-03-06 20:45:24,Mumbai_East,TWR_MUM_004,20,4,1,Foggy,3.707,88.432,1.457,121.79,51.52,10.97,4.6,18,7,Poor
2026-03-10 06:03:24,Delhi_NCR,TWR_DEL_004,6,1,0,Clear,0.877,98.668,0.731,32.57,123.15,34.89,13.06,1,1,Good
2026-03-04 00:56:24,Chennai_Central,TWR_CHE_001,0,2,0,Clear,6.741,69.989,5.268,367.79,7.27,5.9,1.77,74,49,Poor
2026-03-22 13:15:24,Ahmedabad_West,TWR_AHM_001,13,6,0,Cloudy,0.923,99.566,0.436,24.98,66.72,44.72,23.21,3,0,Good
2026-03-06 04:45:24,Pune_Central,TWR_PUN_003,4,4,0,Clear,10.53,64.265,9.979,263.21,10.82,6.8,2.66,41,41,Poor
2026-02-27 18:24:24,Bangalore_Outer,TWR_BAN_003,18,4,1,Clear,3.917,91.528,0.805,112.48,26.21,22.71,3.89,20,4,Poor
2026-03-01 10:03:24,Chennai_South,TWR_CHE_005,10,6,1,Clear,0.583,96.35,0.601,30.03,140.84,36.35,21.69,0,0,Good
2026-03-03 09:07:24,Chennai_Central,TWR_CHE_003,9,1,1,Clear,0.866,99.49,0.728,28.46,116.24,68.39,22.48,4,1,Good
2026-03-17 17:33:24,Delhi_NCR,TWR_DEL_005,17,1,0,Foggy,1.063,89.142,1.349,98.83,56.53,21.66,7.76,16,11,Moderate
2026-03-08 12:05:24,Pune_Central,TWR_PUN_005,12,6,0,Clear,0.988,99.215,0.566,39.82,128.66,34.03,18.74,3,1,Good
2026-03-02 19:57:24,Pune_Central,TWR_PUN_004,19,0,1,Clear,10.981,65.426,4.047,242.58,9.55,9.16,0.1,116,24,Poor
2026-03-11 09:08:24,Bangalore_Tech,TWR_BAN_002,9,2,1,Clear,2.109,87.394,0.934,61.04,50.89,17.14,3.18,14,4,Moderate
2026-03-03 11:30:24,Kolkata_North,TWR_KOL_003,11,1,1,Clear,0.748,96.124,0.231,48.01,135.09,57.54,21.95,3,0,Good
2026-03-26 03:36:24,Chennai_Central,TWR_CHE_004,3,3,0,Clear,3.327,85.154,2.442,99.37,22.97,14.9,7.53,9,8,Moderate
2026-03-14 20:25:24,Mumbai_West,TWR_MUM_005,20,5,1,Clear,3.29,86.361,1.523,129.93,29.78,17.45,6.17,9,8,Poor
2026-02-26 14:49:24,Chennai_Central,TWR_CHE_004,14,3,0,Thunderstorm,0.589,98.301,0.656,28.38,84.13,73.46,19.63,3,1,Good
2026-03-03 06:13:24,Mumbai_West,TWR_MUM_005,6,1,0,Clear,11.7,60.694,3.389,370.25,10.16,8.65,0.83,38,47,Poor
2026-03-19 13:25:24,Ahmedabad_West,TWR_AHM_002,13,3,0,Foggy,0.851,95.862,0.128,50.0,69.2,62.95,15.2,0,1,Good
2026-03-18 00:24:24,Chennai_South,TWR_CHE_004,0,2,0,Clear,2.831,91.05,1.017,118.57,33.29,14.86,6.99,19,9,Moderate
2026-03-01 00:55:24,Mumbai_West,TWR_MUM_001,0,6,0,Clear,0.667,98.8,0.368,35.92,87.9,79.78,29.07,4,0,Good
2026-03-09 02:08:24,Mumbai_East,TWR_MUM_005,2,0,0,Clear,0.152,98.462,0.496,16.42,67.47,43.06,15.17,1,1,Good
2026-03-27 01:14:24,Chennai_North,TWR_CHE_002,1,4,0,Rainy,0.902,99.35,0.102,47.24,144.85,63.57,25.8,4,1,Good
2026-03-17 07:36:24,Delhi_NCR,TWR_DEL_001,7,1,0,Cloudy,1.891,87.059,1.5,100.58,55.93,14.3,7.44,18,6,Moderate
2026-03-02 14:07:24,Kolkata_North,TWR_KOL_001,14,0,0,Rainy,0.266,97.084,0.522,38.84,73.83,57.29,25.53,1,1,Good
2026-03-21 01:22:24,Pune_Central,TWR_PUN_003,1,5,0,Foggy,0.462,95.997,0.59,37.37,146.16,63.18,22.96,2,1,Good
2026-03-10 07:27:24,Bangalore_Tech,TWR_BAN_004,7,1,0,Cloudy,10.423,72.829,2.949,356.54,6.44,3.99,2.12,26,36,Poor
2026-03-05 01:00:24,Bangalore_Tech,TWR_BAN_003,1,3,0,Cloudy,2.263,87.841,1.811,95.83,59.77,13.96,4.72,8,8,Moderate
2026-03-18 21:27:24,Mumbai_East,TWR_MUM_003,21,2,1,Rainy,1.041,96.111,0.787,67.44,78.47,46.77,21.37,4,1,Moderate
2026-03-19 07:12:24,Chennai_South,TWR_CHE_003,7,3,0,Clear,0.835,98.476,0.675,46.43,121.68,53.34,12.4,4,0,Good
2026-03-01 04:11:24,Ahmedabad_West,TWR_AHM_005,4,6,0,Cloudy,0.24,96.703,0.285,19.16,138.22,37.63,22.76,4,1,Good
2026-03-12 18:18:24,Chennai_South,TWR_CHE_001,18,3,1,Heavy_Rain,0.834,99.443,0.366,42.64,71.33,41.19,15.57,0,2,Good
2026-03-01 16:19:24,Bangalore_Outer,TWR_BAN_003,16,6,0,Cloudy,1.234,94.455,1.87,89.61,59.21,25.83,3.58,10,9,Moderate
2026-03-16 07:53:24,Chennai_North,TWR_CHE_005,7,0,0,Clear,7.603,70.254,3.752,238.22,3.48,7.91,2.96,27,47,Poor
2026-02-26 01:24:24,Bangalore_Outer,TWR_BAN_002,1,3,0,Clear,0.296,97.704,0.372,32.76,129.96,75.67,18.04,0,1,Good
2026-03-23 04:27:24,Mumbai_West,TWR_MUM_002,4,0,0,Clear,3.473,89.526,1.791,102.57,49.53,21.22,5.91,6,6,Moderate
2026-03-14 04:01:24,Delhi_NCR,TWR_DEL_003,4,5,0,Rainy,2.284,94.782,2.396,62.62,34.93,27.41,8.58,10,5,Moderate
2026-02-25 16:52:24,Mumbai_East,TWR_MUM_004,16,2,0,Cloudy,0.655,99.57,0.738,44.47,78.19,74.95,11.97,3,2,Good
2026-03-19 20:13:24,Kolkata_North,TWR_KOL_001,20,3,1,Heavy_Rain,3.497,93.664,3.068,75.08,21.4,27.75,9.46,14,8,Poor
2026-03-08 08:48:24,Mumbai_East,TWR_MUM_004,8,6,1,Cloudy,0.653,99.286,0.336,63.12,131.6,37.91,26.56,5,1,Moderate
2026-03-21 13:42:24,Chennai_North,TWR_CHE_003,13,5,0,Cloudy,1.865,85.513,2.256,60.03,40.7,25.42,6.49,17,6,Moderate
2026-03-05 02:21:24,Delhi_NCR,TWR_DEL_005,2,3,0,Thunderstorm,0.791,99.458,0.665,38.12,118.55,39.4,23.76,0,1,Good
2026-03-15 20:08:24,Hyderabad_City,TWR_HYD_002,20,6,1,Cloudy,2.651,94.93,2.194,138.89,23.77,28.15,8.4,20,11,Poor
